date,open,high,low,close,adj_close,volume,ticker
2026-01-22,184.75,186.1699981689453,183.92999267578125,184.83999633789062,184.83999633789062,139636600,NVDA
2026-01-23,187.5,189.60000610351562,186.82000732421875,187.6699981689453,187.6699981689453,142748100,NVDA
2026-01-26,187.16000366210938,189.1199951171875,185.99000549316406,186.47000122070312,186.47000122070312,124799600,NVDA
2026-01-27,187.24000549316406,190.0,185.6999969482422,188.52000427246094,188.52000427246094,138307845,NVDA
2025-12-29,311.3699951171875,314.0199890136719,310.6199951171875,313.55999755859375,313.55999755859375,19621800,GOOGL
2025-12-30,312.5,316.95001220703125,312.4599914550781,313.8500061035156,313.8500061035156,17380900,GOOGL
2025-12-31,312.8500061035156,314.5799865722656,311.44000244140625,313.0,313.0,16377700,GOOGL
2026-01-02,316.8999938964844,322.5,310.3299865722656,315.1499938964844,315.1499938964844,32009400,GOOGL
2026-01-05,317.6600036621094,319.0199890136719,314.6300048828125,316.5400085449219,316.5400085449219,30195600,GOOGL
2026-01-06,316.3999938964844,320.94000244140625,311.7799987792969,314.3399963378906,314.3399963378906,31212100,GOOGL
2026-01-07,314.3599853515625,326.1499938964844,314.19000244140625,321.9800109863281,321.9800109863281,35104400,GOOGL
2026-01-08,328.9700012207031,330.32000732421875,321.5,325.44000244140625,325.44000244140625,31896100,GOOGL
2026-01-09,327.0899963378906,330.8299865722656,325.79998779296875,328.57000732421875,328.57000732421875,26214200,GOOGL
2026-01-12,325.79998779296875,334.0400085449219,325.0,331.8599853515625,331.8599853515625,33923900,GOOGL
2026-01-13,334.95001220703125,340.489990234375,333.6199951171875,335.9700012207031,335.9700012207031,33517600,GOOGL
2026-01-14,335.05999755859375,336.5199890136719,330.4800109863281,335.8399963378906,335.8399963378906,28525600,GOOGL
2026-01-15,337.6499938964844,337.69000244140625,330.739990234375,332.7799987792969,332.7799987792969,28442400,GOOGL
2026-01-16,334.4100036621094,334.6499938964844,327.70001220703125,330.0,330.0,40341600,GOOGL
2026-01-20,320.8699951171875,327.7300109863281,320.42999267578125,322.0,322.0,35361000,GOOGL
2026-01-21,320.9200134277344,332.4800109863281,319.3500061035156,328.3800048828125,328.3800048828125,35386600,GOOGL
2026-01-22,334.45001220703125,335.1499938964844,328.75,330.5400085449219,330.5400085449219,26253600,GOOGL
2026-01-23,332.489990234375,333.69000244140625,327.45001220703125,327.92999267578125,327.92999267578125,27280000,GOOGL
2026-01-26,327.80999755859375,335.8399963378906,327.0,333.260009765625,333.260009765625,26042100,GOOGL
2026-01-27,335.364990234375,337.9100036621094,333.4800109863281,334.54998779296875,334.54998779296875,19709067,GOOGL
2025-12-29,231.94000244140625,232.60000610351562,230.77000427246094,232.07000732421875,232.07000732421875,19797900,AMZN
2025-12-30,231.2100067138672,232.77000427246094,230.1999969482422,232.52999877929688,232.52999877929688,21910500,AMZN
2025-12-31,232.91000366210938,232.99000549316406,230.1199951171875,230.82000732421875,230.82000732421875,24383700,AMZN
2026-01-02,231.33999633789062,235.4600067138672,224.6999969482422,226.5,226.5,51456200,AMZN
2026-01-05,228.83999633789062,234.0,227.17999267578125,233.05999755859375,233.05999755859375,49733300,AMZN
2026-01-06,232.10000610351562,243.17999267578125,232.07000732421875,240.92999267578125,240.92999267578125,53764700,AMZN
2026-01-07,239.61000061035156,245.2899932861328,239.52000427246094,241.55999755859375,241.55999755859375,42236500,AMZN
2026-01-08,243.05999755859375,246.41000366210938,241.8800048828125,246.2899932861328,246.2899932861328,39509800,AMZN
2026-01-09,244.57000732421875,247.86000061035156,242.24000549316406,247.3800048828125,247.3800048828125,34560000,AMZN
2026-01-12,246.72999572753906,248.94000244140625,245.9600067138672,246.47000122070312,246.47000122070312,35867800,AMZN
2026-01-13,246.52999877929688,247.66000366210938,240.25,242.60000610351562,242.60000610351562,38371800,AMZN
2026-01-14,241.14999389648438,241.27999877929688,236.22000122070312,236.64999389648438,236.64999389648438,41410600,AMZN
2026-01-15,239.30999755859375,240.64999389648438,236.6300048828125,238.17999267578125,238.17999267578125,43003600,AMZN
2026-01-16,239.08999633789062,239.57000732421875,236.41000366210938,239.1199951171875,239.1199951171875,45888300,AMZN
2026-01-20,233.75999450683594,235.08999633789062,229.33999633789062,231.0,231.0,47737900,AMZN
2026-01-21,231.08999633789062,232.3000030517578,226.8800048828125,231.30999755859375,231.30999755859375,47276100,AMZN
2026-01-22,234.0500030517578,235.72000122070312,230.89999389648438,234.33999633789062,234.33999633789062,31913300,AMZN
2026-01-23,234.9600067138672,240.4499969482422,234.57000732421875,239.16000366210938,239.16000366210938,33778500,AMZN
2026-01-26,239.97999572753906,240.9499969482422,237.5399932861328,238.4199981689453,238.4199981689453,32825500,AMZN
2026-01-27,239.68499755859375,244.8800048828125,238.0800018310547,244.67999267578125,244.67999267578125,37754354,AMZN
2025-12-29,658.010009765625,660.25,654.3900146484375,658.6900024414062,658.6900024414062,8506500,META
2025-12-30,658.6900024414062,672.219970703125,657.8400268554688,665.9500122070312,665.9500122070312,9187500,META
2025-12-31,664.75,665.0,659.4400024414062,660.0900268554688,660.0900268554688,7940400,META
2026-01-02,662.72998046875,664.3900146484375,643.5,650.4099731445312,650.4099731445312,13726500,META
2026-01-05,651.010009765625,664.5399780273438,647.75,658.7899780273438,658.7899780273438,12213700,META
2026-01-06,659.5700073242188,665.52001953125,651.9000244140625,660.6199951171875,660.6199951171875,11074400,META
2026-01-07,655.6400146484375,659.1500244140625,644.8099975585938,648.6900024414062,648.6900024414062,12846300,META
2026-01-08,645.8800048828125,647.0999755859375,635.719970703125,646.0599975585938,646.0599975585938,11921700,META
2026-01-09,645.4400024414062,654.9500122070312,642.8499755859375,653.0599975585938,653.0599975585938,11634900,META
2026-01-12,652.530029296875,653.969970703125,641.22998046875,641.969970703125,641.969970703125,14797200,META
2026-01-13,642.27001953125,642.27001953125,624.0999755859375,631.0900268554688,631.0900268554688,18030400,META
2026-01-14,626.5,628.4500122070312,614.8200073242188,615.52001953125,615.52001953125,15527900,META
2026-01-15,618.47998046875,624.1699829101562,614.22998046875,620.7999877929688,620.7999877929688,13076100,META
2026-01-16,624.1799926757812,629.0800170898438,620.0800170898438,620.25,620.25,17012500,META
2026-01-20,607.8800048828125,611.4000244140625,600.0,604.1199951171875,604.1199951171875,15169600,META
2026-01-21,606.739990234375,618.27001953125,600.0800170898438,612.9600219726562,612.9600219726562,14494700,META
2026-01-22,629.3499755859375,660.5700073242188,626.5499877929688,647.6300048828125,647.6300048828125,21394700,META
2026-01-23,644.77001953125,666.489990234375,644.4500122070312,658.760009765625,658.760009765625,22797700,META
2026-01-26,665.1300048828125,675.280029296875,661.2899780273438,672.3599853515625,672.3599853515625,16327400,META
2026-01-27,674.6500244140625,676.8150024414062,664.6599731445312,672.969970703125,672.969970703125,13139173,META
2025-12-29,469.0,469.3999938964844,459.0,459.6400146484375,459.6400146484375,66263000,TSLA
2025-12-30,461.0899963378906,463.1199951171875,453.8299865722656,454.42999267578125,454.42999267578125,59238500,TSLA
2025-12-31,456.1000061035156,456.54998779296875,449.29998779296875,449.7200012207031,449.7200012207031,49078000,TSLA
2026-01-02,457.79998779296875,458.3399963378906,435.29998779296875,438.07000732421875,438.07000732421875,85535400,TSLA
2026-01-05,447.989990234375,457.54998779296875,444.57000732421875,451.6700134277344,451.6700134277344,67940800,TSLA
2026-01-06,446.3800048828125,448.25,428.7799987792969,432.9599914550781,432.9599914550781,89093800,TSLA
2026-01-07,435.8999938964844,438.3699951171875,431.2900085449219,431.4100036621094,431.4100036621094,59828800,TSLA
2026-01-08,427.8900146484375,436.8900146484375,424.3699951171875,435.79998779296875,435.79998779296875,57041100,TSLA
2026-01-09,435.95001220703125,449.04998779296875,430.3900146484375,445.010009765625,445.010009765625,67331500,TSLA
2026-01-12,441.2300109863281,454.29998779296875,438.0,448.9599914550781,448.9599914550781,61649600,TSLA
2026-01-13,450.20001220703125,451.80999755859375,443.95001220703125,447.20001220703125,447.20001220703125,53719200,TSLA
2026-01-14,442.80999755859375,443.9100036621094,434.2200012207031,439.20001220703125,439.20001220703125,57259500,TSLA
2026-01-15,441.1300048828125,445.3599853515625,437.6499938964844,438.57000732421875,438.57000732421875,49465800,TSLA
2026-01-16,439.5,447.25,435.260009765625,437.5,437.5,60220600,TSLA
2026-01-20,429.3599853515625,430.7300109863281,417.44000244140625,419.25,419.25,63187300,TSLA
2026-01-21,421.6600036621094,438.20001220703125,419.6199951171875,431.44000244140625,431.44000244140625,68124000,TSLA
2026-01-22,435.1600036621094,449.5,432.6300048828125,449.3599853515625,449.3599853515625,71546700,TSLA
2026-01-23,447.42999267578125,452.42999267578125,444.0400085449219,449.05999755859375,449.05999755859375,56771400,TSLA
2026-01-26,445.0,445.0400085449219,434.2799987792969,435.20001220703125,435.20001220703125,49397400,TSLA
2026-01-27,437.4100036621094,437.5199890136719,430.69000244140625,430.8999938964844,430.8999938964844,36827538,TSLA
